stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id
3816,"ROWIC01","Rosnówko/Wichrowa",52.3066573524,16.7624684276,C
3050,"KANKA01","Kamionki/Nad Kople",52.2892567218,17.0003013193,B
2212,"KZZON04","Koziegłowy/Żołnierzy Niezłomnych",52.4474612933,16.9847763626,B
3971,"RBPRZ02","Robakowo/Przyjazna",52.2977998681,17.0646295381,B
3892,"UNLU01","Unii Lubelskiej",52.3723874700,16.9496976300,A
485,"SERB04","Serbska",52.4313437400,16.9475532400,A
620,"OGDY01","Ogrody",52.4169067600,16.8818094600,A
33,"ARPO42","Armii Poznań",52.4213487500,16.9235154600,A
4006,"JROL41","Jasna Rola",52.4517717915,16.9449456990,A
1537,"KRSZ01","Krzesiny Szkoła",52.3411399600,16.9924082900,A
2144,"TULES02","Tulce/Leśna",52.3440963600,17.0730848500,B
4121,"SKOGR02","Skórzewo/Ogrodowa",52.3946060000,16.7878960000,B
3942,"GWSNI01","Gowarzewo/Śnieżna",52.3515675715,17.1073969568,B
1783,"COSZK01","Chomęcice/Szkoła",52.3336658300,16.7407826600,C
1898,"ZYPET02","Żydowo/Pętla",52.5472268800,16.7512925000,B
1714,"POGL42","Poznań Główny",52.4029387600,16.9149992700,A
99,"ARCI42","Arciszewskiego",52.3926985000,16.8869293500,A
743,"OSTR01","Ostroroga",52.4007473900,16.8824578700,A
1379,"SWAK01","Św. Antoniego Kościół",52.3639227300,16.9327687900,A
1412,"OBII01","Os. Orła Białego II",52.3760766600,16.9603524000,A
1687,"UE42","Uniwersytet Ekonomiczny",52.4064200000,16.9171400000,A
282,"ZLLAG02","Złotniki/Łagiewnicka",52.4914781500,16.8466062100,B
4116,"SKCYT01","Skórzewo/Cytrynowa",52.3985080000,16.7830950000,B
3927,"PKLES01","Pokrzywnica/Leśna",52.3967565581,16.6721816548,C
3314,"GVOSI02","Gaj Wielki/",52.4602940000,16.5752840000,C
884,"PURON02","Puszczykowo/Rondo Heigelmanna",52.2812281400,16.8512104300,C
1276,"CZEK02","Czekalskie",52.4048195500,16.9843631500,A
636,"ZGOR01","Zgorzelecka",52.4120717800,16.8580344800,A
329,"SLPRO02","Suchy Las/Promienista",52.4781626300,16.8604308500,B
3096,"TRCZI01","Trzek/Czereśniowa",52.3587731427,17.1524222827,B
1323,"GLSZ01","Głuszyna Szkoła",52.3139840300,16.9648432500,A
2569,"MGOKR02","M. Goślina/Okrężna",52.5843184400,17.0176234700,C
3113,"CEPKM03","Czerwonak/PKM",52.4687487106,16.9796259730,B
872,"MORZM01","Mosina/Rzeczypospolitej Mosińskiej",52.2510109700,16.8514883300,C
997,"SYCO01","Sycowska I",52.3643997500,16.8389831500,A
1932,"PMBRZ02","Przeźmierowo/Brzozowa",52.4198320000,16.7748030000,B
1424,"BIEL02","Bielniki",52.3944250900,16.9335446300,A
4345,"SUSZK02","Słupia Wielka/Szkoła",52.2207708088,17.2131053834,C
433,"RDWA01","Rdestowa",52.4899311000,16.9417111700,A
2025,"TPKAR02","Tarnowo Pdg/Karolewo III",52.4747929644,16.7019329026,C
729,"ROSK01","Rondo Skubiszewskiego",52.3899356513,16.8529470488,A
1934,"PMOLS91","Przeźmierowo/Kasztanowa",52.4181070000,16.7795200000,B
1807,"POGL00","Poznań Główny",52.4029221300,16.9138638200,A
933,"LUWPL04","Luboń/Wojska Polskiego",52.3430438212,16.8745668792,B
733,"BULG04","Bułgarska Enea Stadion",52.3949771300,16.8620319900,A
3920,"DEDAB02","Dębogóra/Dąbrówki",52.4985212224,17.0828698864,C
1008,"FABI01","Fabianowo",52.3653535900,16.8558235000,A
2320,"ZNNSW01","Zimin/Nowy Świat Centrum",52.2989001200,17.1753768100,B
4213,"PLZAK01","Plewiska/Zakładowa",52.3691330375,16.8304860373,B
1019,"OSIA02","Ostatnia",52.3729373400,16.8664989900,A
516,"RZEP02","Rzepeckiej",52.4549770000,16.8826823700,A
4369,"DZOWW01","Dziećmierowo/Owocowe Wzgórze",52.2687500619,17.0798741011,C
703,"ZKSWI01","Zakrzewo/Świerkowa",52.3984719500,16.7163313800,C
2493,"JSRJE01","Swarzędz/Rabowicka",52.4015320000,17.0853810000,B
4067,"KOTW01","Kotwicza",52.3553193046,16.9322837096,A
3395,"PPDWO30","Pobiedziska/Dworzec",52.4794874815,17.2769318451,C
339,"LEWI02","Łęgowskiego Wiadukt",52.4631964400,16.8893035600,A
4355,"PZJAG01","Pierzchno/Jagrol",52.2681175471,17.1474489839,C
3953,"TPMOD01","Tarnowo Pdg/Modrakowa",52.4752240000,16.6557620000,C
1836,"KISTA02","Kiekrz/Starzyńska",52.4969236000,16.7690681300,B
945,"WILAS04","Wiry/Laskowska",52.3150707727,16.8630559797,B
3819,"UZKOL02","Uzarzewo/ Przejazd Kolejowy",52.4558389312,17.1201474916,C
1318,"BBOSZ02","Babki/Ośrodek Zdrowia",52.3134674000,16.9362469600,B
4015,"TLLZA02","Trzcielin/Leśne Zacisze",52.3276247381,16.6732146842,C
1877,"NASTA01","Napachanie/Starzyńska",52.4892960000,16.7314650000,B
948,"WIKOS01","Wiry/Kościół",52.3196740061,16.8542752295,B
362,"HULE01","Hulewiczów",52.4565911000,16.8979252100,A
1230,"KOBY01","Kobylepole",52.3908454600,17.0182072300,A
799,"URWO01","Urząd Wojewódzki",52.4111032500,16.9190324100,A
1771,"KOWI02","Kowalewicka Wiadukt",52.3623529459,16.8536996845,A
2551,"PLL03","Port Lotniczy Ławica",52.4142302500,16.8284017000,A
2663,"SCOGR01","Szczodrzykowo/Ogrodowa",52.2830122500,17.1066191200,C
777,"MARS02","Marszałkowska",52.4004990000,16.8639220000,A
2603,"KDREJ01","Kórnik/Reja",52.2529472800,17.0821979700,C
429,"UMTA01","Umultowo",52.4819694900,16.9436187200,A
3677,"PRSOS01","Promnice/Sosnowa",52.5446193700,16.9658866800,C
1900,"ZYPET03","Żydowo/Pętla",52.5470043500,16.7510458300,B
4434,"WINO02","Winogronowa",52.3584520000,17.0313290000,A
325,"SLPRZ02","Suchy Las/Os. Przylesie",52.4733187600,16.8979097800,B
2571,"PDPAR01","Przebędowo/Park",52.5859934800,17.0148795000,C
2736,"RBSKO01","Robakowo/Szkolna Rondo",52.3088719400,17.0704373300,B
4373,"KDRAD01","Kórnik/Bnin Radosna",52.2281333469,17.0805234339,C
4293,"KRPOS01","Krosno/Piaskowa/Os. Miodowe",52.2259084334,16.8266785860,C
3926,"GSSTA01","Gołuski/Starowiejska",52.3548954469,16.7507214072,C
2403,"LWJUT01","Lusowo/Jutrzenki",52.4430280000,16.6908610000,C
2143,"KAPOL02","Kamionki/Polna",52.2860552600,16.9886908500,B
2317,"SRDWA01","Śródka/II",52.2976996200,17.1319911100,B
4318,"LDSZP01","Ludwikowo/Szpital",52.2456755063,16.8124522948,C
1580,"TRAU01","Traugutta",52.3855467800,16.9138131100,A
2465,"SDSKA02","Swarzędz/Skansen",52.4043860000,17.0579910000,B
1489,"OSLE02","Os. Lecha",52.3895226900,16.9791244300,A
1024,"LESZ01","Leszczyńska",52.3762098000,16.8788445100,A
1293,"BRSZK01","Borówiec/Szkoła",52.2773756200,17.0473616100,B
1113,"SLKA03","Słowiańska",52.4273333500,16.9192608700,A
1022,"SMIE02","Śmiełowska",52.3732651000,16.8767426500,A
1984,"LWPRZ01","Lusowo/Przylesie",52.4147719400,16.7183908600,C
2667,"RNWIE01","Runowo/Wieś",52.2817055932,17.1211805210,C
519,"TULO01","Tułodzieckiej",52.4524763700,16.8871356900,A
2654,"DZPOL02","Dziećmierowo/Polna",52.2591888000,17.0961217700,C
2780,"PTJOD01","Potasze/Jodłowa",52.5244519700,17.0299407900,C
1626,"GLHE72","Głogowska/Hetmańska",52.3906050800,16.8948032700,A
1149,"STUD02","Studzienna",52.4195420100,16.9646698600,A
1298,"BRBOR02","Borówiec/Borówkowa",52.2821272100,17.0141312700,B
3104,"KNPER01","Konarzewo/Perłowa",52.3406622893,16.6989813899,C
3715,"DHOKE01","Dachowa/Okrężna",52.3038408100,17.0980993300,B
1277,"CZEK01","Czekalskie",52.4047970400,16.9844423300,A
18,"SWLE41","Św. Leonarda",52.4328200000,16.9113300000,A
2385,"SDCYB01","Swarzędz/Cybińska",52.4168250000,17.0885780000,B
2140,"KXPIS01","Koninko/Pisarska",52.3068920832,17.0139077927,B
2368,"BWJOD02","Bolechówko/Jodłowa",52.5189228700,16.9948277800,C
2755,"SYLAK02","Skrzynki/Łąkowa",52.2681265831,17.0684074743,B
4093,"LEZI02","Leśniczówka Zieliniec",52.4216700000,17.0641960000,A
4186,"LUKRE03","Luboń/Kręta",52.3207751007,16.8810749646,B
30,"SZYM41","Szymanowskiego",52.4603958500,16.9171552600,A
1935,"PMCME01","Przeźmierowo/Cmentarz",52.4168795000,16.7870727600,B
534,"LUDO01","Lutycka/Dojazd",52.4408641700,16.9009890200,A
4363,"CMLIP02","Czmoń/Lipowa",52.1861215573,17.0516281247,C
3520,"WROB01","Wróblewskiego",52.3640766000,16.8840697000,A
35,"ZNIW42","Żniwna",52.4247660000,16.9268332600,A
1248,"SDKUP02","Swarzędz/Kupiecka",52.3977470000,17.0721820000,B
1052,"SJNZ01","Sempołowskiej",52.3628655300,16.8913227000,A
1345,"RYDZ01","Rydzowa",52.3343571500,16.9119543700,A
462,"SARM01","Sarmacka",52.4470172200,16.9277737600,A
2440,"PKSTA02","Paczkowo/Ogrodowa",52.3976960000,17.1589030000,C
3952,"RRAT74","Rondo Rataje",52.3966530000,16.9510250000,A
815,"DEEC02","Dębiec PKM",52.3710025600,16.9016160500,A
1759,"KOKSW01","Komorniki/Ks.Wawrzyniaka",52.3471480900,16.8034285300,B
3300,"GRDLI01","Góra/Długa I",52.4827227400,16.6443198100,C
1563,"KOZAK01","Komorniki/Zakładowa Wirenka",52.3352858900,16.8083921300,B
4260,"WIPII02","Wiry/PKM II",52.3148900000,16.8685900000,B
2868,"RYWI72","Rynek Wildecki",52.3930533961,16.9207137799,A
2196,"MWKOL02","Miękowo/Kolejowa",52.4978361500,16.9766955800,C
2162,"TUZDB02","Tulce/Zadęby",52.3452274300,17.0917709200,B
1225,"PIWN01","Piwna",52.3926936100,17.0148841400,A
831,"DENZ02","Dębina",52.3776519000,16.9268052800,A
2228,"GWTAN02","Tanibórz/Wschód",52.3513575600,17.1469431400,B
262,"ZILAS02","Zielątkowo/Las",52.5462284100,16.8001455900,C
2421,"LOLIP01","Łowęcin/Lipowa",52.4139550000,17.1214930000,C
3576,"GSKA01","Głuchowska",52.3716286000,16.8747210000,A
4200,"TPSEZ01","Tarnowo Pdg/Sezamkowa",52.4733190000,16.6516740000,C
1303,"KALOT01","Kamionki/Lotnicza",52.2851072300,16.9993703300,B
1742,"PLSTP01","Plewiska/Straż Pożarna",52.3653270100,16.8079950400,B
876,"PUMAJ01","Puszczykowo/3 Maja",52.2720650500,16.8685220900,C
906,"LUKOS01","Luboń/Kościół",52.3308280912,16.8772084830,B
2371,"PTCED01","Potasze/Cedrowa",52.5221028900,17.0163732400,C
431,"LOPI01","Łopianowa",52.4868020500,16.9426238300,A
1925,"WYPKN02","Wysogotowo/Piękna",52.4059193300,16.7861267700,B
332,"SLJAG01","Suchy Las/Os. Jagodowe",52.4712284700,16.8684930200,B
1533,"JARO01","Jarosławska",52.3431891600,16.9853661000,A
234,"RSTA42","Rondo Starołęka",52.3810055800,16.9435005400,A
49,"ROSO41","Rondo Solidarności",52.4339826300,16.9379315500,A
4096,"SMIG01","Śmigi",52.3476261050,16.9662261054,A
3885,"UNLU42","Unii Lubelskiej",52.3725317100,16.9500370600,A
2488,"WZMEH01","Wierzenica/Mechowo",52.4407420000,17.0559040000,B
2283,"KFDWR02","Karłowice/Dwór",52.4948070000,17.1013400000,C
1397,"STMA02","Starołęka Mała",52.3761813600,16.9399001600,A
2824,"ZAOSL92","Zalasewo/Os. Leśne",52.3835102401,17.0603498447,B
739,"GROC02","Grochowska",52.3991410000,16.8773100000,A
205,"Z II41","Żegrze II",52.3807026800,16.9659212900,A
1466,"PILS01","Piłsudskiego",52.3917749100,16.9530540900,A
1236,"BORO02","Borówki",52.3896073900,17.0315419500,A
2268,"KYBRZ01","Kliny/Brzozowa",52.4895432400,17.0596249800,C
4397,"NAWS02","Naramowice Wschodnie",52.4453193858,16.9610609582,A
2285,"KFPET02","Karłowice/Pętla",52.4973890300,17.1066667200,C
399,"STOI02","Stoińskiego",52.4502145200,16.9271609000,A
1983,"LWPRZ02","Lusowo/Przylesie",52.4147259600,16.7183040000,C
4148,"CEELE03","Czerwonak/Elewator",52.4860068134,16.9779583683,B
4454,"KATE92","Katedra",52.4099970000,16.9473100000,A
58,"OGDY41","Ogrody",52.4170536400,16.8824626700,A
3140,"ROLW03","Rondo Ławickich Wydm",52.3979458289,16.8029336665,A
973,"LUSZN01","Luboń/Szkolna",52.3427641783,16.8681030664,B
2137,"KXDZI02","Koninko/Dziennikarska",52.3090730000,17.0162780000,B
1813,"WISE04","Wilczak/Serbska",52.4307468300,16.9515943800,A
564,"KRAJ02","Krajenecka",52.4547254800,16.8432035500,A
3589,"KOJEZ04","Komorniki/Jeziorna",52.3289512252,16.8038191203,B
2518,"RASKL01","Rabowice/Składowisko",52.3802360000,17.1116670000,C
1003,"KRKA02","Krzepicka",52.3767922500,16.8417003600,A
412,"OSZY02","Os. Zygmunta Starego",52.4602850600,16.9083573400,A
605,"KOLO02","Kołobrzeska",52.4310730000,16.8385071200,A
161,"KORN44","Kórnicka",52.3991553500,16.9533801200,A
780,"WOPO02","Wojska Polskiego",52.4275206900,16.8978431400,A
2862,"GWTRU01","Gowarzewo/Truskawkowa",52.3667165500,17.1417408500,B
4245,"PLMIE02","Plewiska/Miętowa",52.3736400000,16.8124400000,B
1028,"RAKO02","Rakoniewicka",52.3779337800,16.8811918100,A
2463,"SDPIA02","Swarzędz/Piaski",52.4076060000,17.0759670000,B
67,"BUKO41","Bukowska",52.4100521300,16.8888257200,A
2767,"RODWO02","Rosnówko/Dworcowa",52.2973100000,16.7669900000,C
4385,"GOKA02","Golęcińska",52.4333830000,16.8840260000,A
794,"STRO01","Stróżyńskiego",52.4524870400,16.9032391400,A
301,"SLSZK01","Suchy Las/Szkoła",52.4763622500,16.8722816600,B
662,"OWCZ01","Owcza",52.4069715800,16.8189420200,A
715,"ZONK02","Żonkilowa",52.3868266982,16.8182520173,A
2293,"KXZDB02","Komorniki gm.Kleszczewo/Zadęby",52.3419896800,17.1120038000,B
1062,"OSKO01","Os. Kopernika",52.3855792700,16.8635917600,A
3079,"MGPOZ02","M. Goślina/Poznańska",52.5730662799,17.0095838266,C
4361,"CMOSR01","Czmoń/Os. Radosne",52.1881493143,17.0502409138,C
1441,"URMA01","Urząd Marszałkowski",52.4152812800,16.9267934100,A
1181,"JANI01","Janikowo",52.4364344700,17.0183890100,A
2327,"MAAUT01","Markowice/Autostrada",52.3120691700,17.2321514000,B
3024,"SFSII02","Świątniki/II",52.2265325057,16.9593933535,C
197,"BYST41","Bystra",52.3709991833,16.9345268592,A
4315,"ZBZBI02","Żabinko/I",52.1983229128,16.8769280893,C
1085,"KRAU71","Krauthofera",52.3875876200,16.8913676500,A
3802,"MWOGR01","Miękowo/Ogrodowa",52.4967773301,16.9839942117,C
64,"RJEZ74","Rynek Jeżycki",52.4122250800,16.9056406100,A
4306,"MORZM03","Mosina/Rzeczypospolitej Mosińskiej",52.2504757858,16.8511171109,C
3620,"JKJAN01","Jankowo/",52.4446623933,17.1689359962,C
2956,"GLMOR02","Głuchowo/Morelowa",52.3449110690,16.7636785478,C
2842,"JAWO02","Jawornicka",52.3878030000,16.8580220000,A
83,"MATE71","Matejki",52.4057875800,16.9009328700,A
2112,"KMRYN01","Kaźmierz/Rynek",52.5132944400,16.5831383400,C
3831,"FRWO04","Franowo",52.3815600000,17.0000700000,A
3070,"LURZE02","Luboń/Rzeczna",52.3466790183,16.9014699172,B
3534,"WYDLU03","Wysogotowo/Długa",52.4102870100,16.7793864100,B
258,"ZIOSP02","Zielątkowo/OSP",52.5599872100,16.7977223800,C
1300,"KALIS01","Kamionki/Lisia",52.2840455900,17.0066226900,B
1246,"SDRAC01","Swarzędz/Os. Raczyńskiego",52.3991040000,17.0647120000,B
4174,"LACI42","Łacina",52.3946600000,16.9660600000,A
2498,"JSRCZ01","Jasin/Rabowicka II",52.3986160000,17.1053770000,B
1016,"URAD01","Uradzka",52.3558237000,16.8589186200,A
2077,"CDOKR01","Ceradz Dolny/Okrężna",52.4259392600,16.5774834100,C
1595,"ZNTK02","ZNTK",52.3922926000,16.9138117600,A
1552,"SPKA01","Spławska",52.3574831700,16.9996995800,A
2396,"JADZ02","Jaryszki/Działki",52.3337244446,17.0190434248,B
767,"SZAM02","Szamotulska",52.4044515900,16.8803991000,A
3048,"SCSZC01","Szczytniki/Szczelinka",52.2936820244,17.0041530433,B
1522,"RODA02","Rodawska",52.3630699200,16.9967864700,A
3716,"DHOKE02","Dachowa/Okrężna",52.3040413400,17.0977596500,B
3013,"REMOS02","Rogalinek/Mostowa",52.2496802951,16.8986364651,C
2388,"GTCME01","Gortatowo/Cmentarz",52.4206330000,17.0955250000,B
1222,"ZIEM01","Ziemowita",52.4031248000,17.0203630400,A
723,"JUNI30","Junikowo",52.3835469700,16.8335096200,A
4080,"LAUD02","Laudańska",52.3944860431,16.8374220921,A
1322,"DASZ02","Daszewicka",52.3181933900,16.9540910700,A
224,"POKA41","Polanka",52.3967500000,16.9625600000,A
1430,"PLBE02","Pl. Bernardyński",52.4040241900,16.9370262300,A
2661,"SCPKM01","Szczodrzykowo/Kórnik PKM",52.2810362700,17.1047215800,C
2958,"BRKUR01","Borówiec/Kurkowa",52.2812629632,17.0204601509,B
4014,"PAWRZ01","Palędzie/Wrzosowa",52.3727380000,16.7264910000,C
171,"AWF42","AWF",52.3996550000,16.9355200000,A
256,"ZIPOG01","Zielątkowo/Pogodna",52.5600237900,16.8069706400,C
2726,"JNPOZ01","Jankowice/Poznańska",52.4435338100,16.6335564600,C
1014,"KOTO01","Kotowo",52.3592800000,16.8536500000,A
2848,"TRZE04","Trzebińska",52.3675406400,16.8408455400,A
451,"BORA01","Boranta",52.4565857324,16.9513652391,A
3975,"SCSZK03","Szczodrzykowo/Szkoła",52.2859329386,17.1017595676,C
4405,"LUKOM02","Luboń/Komornicka",52.3400127584,16.8603405881,B
2677,"CLWIE01","Czołowo/Wieś",52.2405853772,17.0411207396,C
13,"BONN42","Bonin",52.4302063000,16.9106352900,A
1555,"OLIW02","Oliwkowa",52.3596445700,17.0199592400,A
192,"DEEC41","Dębiec PKM",52.3728856000,16.9031857800,A
2880,"KVWIA02","Krzyżowniki/Wiadukt",52.3109020000,17.1405273400,B
756,"POLN02","Polna Szpital",52.4092260700,16.8907428300,A
2301,"KEPAL02","Krerowo/Pałac",52.2954916400,17.1947686100,B
2507,"SDFIE02","Swarzędz/Pogodna/Średzka",52.4004940000,17.0842360000,B
418,"UAMG01","UAM Wydział Geografii",52.4641879876,16.9410792174,A
820,"MALI01","Malinowa",52.3694780000,16.9099020000,A
92,"RYLA71","Rynek Łazarski",52.3939634477,16.8985036470,A
2499,"JSEKO01","Jasin/Rabowicka Pętla",52.3980640000,17.1091890000,B
2623,"BJMDW02","Błażejewo/Mikołajczyka II",52.2111895600,17.1010103000,C
3152,"BRKA02","Brneńska",52.3935290000,16.9632550000,A
135,"ROSR44","Rondo Śródka",52.4095004300,16.9564208700,A
1414,"SZII02","Os. Stare Żegrze",52.3806136000,16.9567160600,A
4169,"JUST02","Junikowo PKM",52.3775800000,16.8235800000,A
3584,"KOPOE01","Komorniki/Os. Poetów ",52.3224300000,16.8055100000,B
2454,"PKALT01","Paczkowo/Altanowa",52.4065470000,17.1656140000,C
1786,"COSRD02","Chomęcice/Środkowa",52.3315679200,16.7465379500,C
3069,"LUSRY01","Luboń/Strumykowa",52.3444420093,16.8984003440,B
57,"PIAT42","Piątkowska",52.4414917400,16.9105875300,A
1273,"ZOO02","Nowe Zoo",52.4003671000,16.9928965800,A
766,"MARC04","Marcelińska",52.4048603400,16.8755535000,A
992,"SYCH01","Sycowska Centrum Handlowe",52.3541640000,16.8385760000,A
4128,"WIMO02","Wilków Morskich",52.4779766571,16.7811219878,A
1693,"BUDZ41","Budziszyńska",52.3885462000,16.8497230600,A
2339,"UZSKR03","Uzarzewo/Skrzyżowanie",52.4603310000,17.1127990000,C
2754,"SYLES02","Skrzynki/Leśna",52.2744964970,17.0603793598,B
1053,"SJNZ02","Sempołowskiej",52.3633000000,16.8920210000,A
1536,"KRNY02","Krzesiny",52.3412578600,16.9881387800,A
3813,"COWSP02","Chomęcice/Wspólna",52.3293482600,16.7644016700,C
1757,"KOKSM01","Komorniki/Ks.Malinowskiego",52.3392363200,16.8004527700,B
1647,"TEMA01","Termy Maltańskie",52.4055228300,16.9759399300,A
2090,"GRCIE02","Góra/Ciepła",52.4755622700,16.6422255900,C
600,"BRAN02","Braniewska",52.4351872600,16.8231796800,A
3672,"BEPRZ01","Biskupice/Przylesie",52.4582520000,17.1668680000,C
2035,"TPCEN01","Tarnowo Pdg/Centrum",52.4642600000,16.6650100000,C
2066,"LKDOP02","Lusówko/Dopiewska",52.4283745700,16.6455222800,C
2856,"GWTRZ02","Gowarzewo/Trzecka",52.3606316000,17.1377200300,B
588,"STOB01","Stobnicka",52.4539974300,16.8010815400,A
438,"BIMLY01","Biedrusko/Młyn",52.5148237600,16.9394120800,B
2248,"NGOZD02","Nagradowice/Ośrodek Zdrowia",52.3206873800,17.1474324600,B
4008,"OLOK41","Os. Łokietka",52.4482262351,16.9450932746,A
4074,"GRZIE02","Gruszczyn/Zielińska",52.4276851898,17.0649984772,B
3735,"SDWWN01","Swarzędz/Warzywna",52.3953870600,17.0769963800,B
1765,"PLSZK01","Plewiska/Szkoła Nr 1",52.3632100000,16.8070200000,B
2210,"KZZON01","Koziegłowy/Żołnierzy Niezłomnych",52.4464440500,16.9837328800,B
2477,"SDDWO01","Swarzędz/Dworzec Kolejowy",52.4046730000,17.0751530000,B
1517,"LUGA02","Ługańska",52.3714685400,16.9954669000,A
302,"SLKOS01","Suchy Las/Kościół",52.4731420800,16.8772196700,B
1618,"CMEN02","Gnieźnieńska Cmentarz",52.4255898600,16.9946559500,A
1311,"DAPET01","Daszewice/Pętla",52.2957547000,16.9627815600,B
2079,"CDPAR01","Ceradz Dolny/Parkowa",52.4211889100,16.5714042800,C
243,"CHSZK02","Chludowo/Szkoła",52.5561078600,16.8443741700,C
2022,"NAKOK02","Napachanie/Kokoszczyńska",52.4837319011,16.7188007976,B
160,"KORN43","Kórnicka",52.3990164300,16.9534845600,A
1653,"PUST02","Pusta",52.4102556400,16.9958114800,A
70,"RONJ41","Rondo Nowaka-Jeziorańskiego",52.4023512573,16.8882176253,A
3904,"UNLU04","Unii Lubelskiej",52.3721440700,16.9504207500,A
2596,"SWKI01","Świątniczki",52.3357163000,17.0105503100,A
1823,"CECME01","Czerwonak/Cmentarz",52.4581666900,16.9955009300,B
4426,"FIEL01","Fieldorfa",52.4438163885,16.8599568914,A
2906,"PRPLN05","Promnice/Północna",52.5417574700,16.9659340400,C
63,"PONA71","Polna",52.4142148300,16.8972021400,A
978,"LUPBO02","Luboń/Pl. Bojanowskiego",52.3497457016,16.8614916780,B
2619,"KDWIE02","Kórnik/Bnin Wierzbowa",52.2233181500,17.0961273300,C
1317,"BBJDW01","Babki/Jednostka Wojskowa",52.3115864386,16.9379506139,B
4003,"BLAZ42","Błażeja",52.4552270846,16.9446653053,A
533,"LUTY02","Lutycka",52.4387976400,16.8957417100,A
1027,"RAKO01","Rakoniewicka",52.3775167500,16.8803468800,A
1370,"ROMI01","Rondo Minikowo",52.3549535600,16.9429748500,A
1475,"LI01","Os. Lecha I",52.3878126200,16.9678225400,A
2355,"SIDWA02","Sierosław/Okrężna ",52.4049840000,16.6662100000,C
1184,"JAOGR01","Janikowo/Ogrodnicza",52.4436050000,17.0324690000,B
